"id","parent_id","root_id"
"11450","212","8"
"11451","5543","8"
"11452","3092","8"
"11453","5656","8"
"11454","4932","8"
"11455","2388","8"
"11456","5175","8"
"11457","5175","8"
"11462","4697","8"
"11464","6098","8"
"11465","6026","8"
"11468","19662","8"
"11469","1469","8"
"11471","2250","8"
"11473","12220","8"
"11475","12220","8"
"11476","12220","8"
"11477","12220","8"
"11478","12220","8"
"11481","12220","8"
"11483","12830","8"
"11484","333","8"
"11486","5532","8"
"11487","9737","8"
"11489","1843","8"
"11490","3743","8"
"11492","3739","8"
"11493","6095","8"
"11494","17991","8"
"11495","18314","8"
"11496","2505","8"
"11497","659","8"
"11498","3233","8"
"11499","3658","8"
"11500","2471","8"
"11501","1439","8"
"11502","6215","8"
"11503","970","8"
"11504","3837","8"
"11505","6642","8"
"11506","1189","8"
"11507","6042","8"
"11508","1890","8"
"11509","1189","8"
"11510","6029","8"
"11511","6339","8"
"11512","18314","8"
"11513","3640","8"
"11514","6674","8"
"11515","6005","8"
"11516","3787","8"
"11517","1419","8"
"11519","1189","8"
"11520","6037","8"
"11527","3769","8"
"11528","6153","8"
"11529","5340","8"
"11531","548","8"
"11532","6603","8"
"11533","262","8"
"11534","6510","8"
"11535","6038","8"
"11536","10528","8"
"11537","6008","8"
"11539","11503","8"
"11541","13685","8"
"11542","2010","8"
"11544","3795","8"
"11545","1937","8"
"11546","3671","8"
"11547","3719","8"
"11548","12312","8"
"11551","6765","8"
"11552","3494","8"
"11553","1240","8"
"11554","4408","8"
"11555","3156","8"
"11556","1741","8"
"11557","6069","8"
"11558","4442","8"
"11559","213","8"
"11560","6049","8"
"11561","4977","8"
"11562","2813","8"
"11563","9331","8"
"11564","6096","8"
"11567","3694","8"
"11570","6036","8"
"11571","1329","8"
"11572","1721","8"
"11573","5290","8"
"11577","3666","8"
"11578","1414","8"
"11579","4034","8"
"11580","3421","8"
"11581","333","8"
"11582","6250","8"
"11584","8895","8"
"11585","3675","8"
"11587","6059","8"
"11588","90","8"
"11591","3799","8"
"11593","2132","8"
"11594","1647","8"
"11595","1254","8"
"11596","6031","8"
"11598","4528","8"
"11599","3731","8"
"11600","7519","8"
"11601","532","8"
"11602","12619","8"
"11603","1698","8"
"11604","4048","8"
"11605","3727","8"
"11607","6319","8"
"11608","6098","8"
"11609","3704","8"
"11610","1816","8"
"11611","3737","8"
"11613","9171","8"
"11614","462","8"
"11617","3203","8"
"11619","6037","8"
"11620","1946","8"
"11621","6124","8"
"11622","4137","8"
"11623","6102","8"
"11624","8296","8"
"11625","3931","8"
"11626","6078","8"
"11627","426","8"
"11628","6037","8"
"11629","3934","8"
"11631","1189","8"
"11634","2207","8"
"11635","4379","8"
"11636","3669","8"
"11637","3491","8"
"11638","9575","8"
"11639","4214","8"
"11640","3770","8"
"11644","2820","8"
"11645","1189","8"
"11646","6040","8"
"11647","6098","8"
"11648","3425","8"
"11649","3490","8"
"11650","4290","8"
"11651","3020","8"
"11653","11503","8"
"11654","3756","8"
"11655","3798","8"
"11659","1189","8"
"11660","721","8"
"11661","627","8"
"11662","6269","8"
"11663","6250","8"
"11664","395","8"
"11666","5091","8"
"11668","3443","8"
"11669","2060","8"
"11670","3719","8"
"11671","6012","8"
"11672","5164","8"
"11673","980","8"
"11674","6101","8"
"11675","3255","8"
"11677","6054","8"
"11678","5301","8"
"11679","532","8"
"11680","6149","8"
"11683","6215","8"
"11684","233","8"
"11685","1189","8"
"11686","8759","8"
"11687","7381","8"
"11689","4748","8"
"11690","372","8"
"11691","372","8"
"11693","4668","8"
"11694","1014","8"
"11695","4034","8"
"11696","7351","8"
"11697","2546","8"
"11698","886","8"
"11699","6148","8"
"11700","6037","8"
"11701","3012","8"
"11702","3786","8"
"11703","2820","8"
"11705","3914","8"
"11707","1760","8"
"11709","4290","8"
"11710","1455","8"
"11711","6111","8"
"11712","4442","8"
"11713","343","8"
"11714","18661","8"
"11715","6143","8"
"11717","1455","8"
"11719","510","8"
"11720","256","8"
"11723","462","8"
"11724","6205","8"
"11725","1946","8"
"11726","3681","8"
"11729","2609","8"
"11730","10576","8"
"11732","6112","8"
"11733","6038","8"
"11734","3795","8"
"11735","477","8"
"11736","1332","8"
"11737","4966","8"
"11740","258","8"
"11741","1469","8"
"11742","9363","8"
"11743","3982","8"
"11744","783","8"
"11745","19697","8"
"11748","8438","8"
"11749","17990","8"
"11750","5824","8"
"11752","985","8"
"11753","2813","8"
"11755","6665","8"
"11756","11755","8"
"11757","5216","8"
"11758","13881","8"
"11759","246","8"
"11760","3717","8"
"11761","3929","8"
"11762","1014","8"
"11764","2883","8"
"11765","6038","8"
"11767","5905","8"
"11768","5905","8"
"11769","1159","8"
"11770","486","8"
"11771","1312","8"
"11772","4034","8"
"11773","3921","8"
"11774","9889","8"
"11775","1585","8"
"11776","1585","8"
"11777","7406","8"
"11778","5572","8"
"11779","10075","8"
"11780","10935","8"
"11782","3490","8"
"11783","4810","8"
"11784","693","8"
"11785","4810","8"
"11786","6150","8"
"11787","1656","8"
"11790","3674","8"
"11792","2820","8"
"11793","6222","8"
"11794","2544","8"
"11795","3421","8"
"11796","2535","8"
"11797","6091","8"
"11799","6092","8"
"11800","3796","8"
"11801","6895","8"
"11802","3794","8"
"11806","1918","8"
"11809","6110","8"
"11811","6098","8"
"11813","5538","8"
"11814","2041","8"
"11816","2844","8"
"11817","15708","8"
"11818","15708","8"
"11819","15708","8"
"11820","2070","8"
"11821","3678","8"
"11822","6075","8"
"11824","3062","8"
"11825","2382","8"
"11826","15708","8"
"11827","6103","8"
"11828","5277","8"
"11829","1189","8"
"11830","6216","8"
"11831","6103","8"
"11832","332","8"
"11833","1605","8"
"11834","9790","8"
"11835","3675","8"
"11837","19196","8"
"11838","3786","8"
"11839","13892","8"
"11840","6022","8"
"11841","11889","8"
"11843","6319","8"
"11845","1189","8"
"11846","8264","8"
"11847","5923","8"
"11849","351","8"
"11850","351","8"
"11855","2555","8"
"11856","8869","8"
"11857","9848","8"
"11858","6098","8"
"11859","6401","8"
"11861","387","8"
"11862","6189","8"
"11863","548","8"
"11865","6254","8"
"11866","10188","8"
"11867","6001","8"
"11868","1488","8"
"11869","6205","8"
"11870","8819","8"
"11871","3640","8"
"11872","6115","8"
"11874","262","8"
"11875","3242","8"
"11876","6578","8"
"11877","6081","8"
"11878","3678","8"
"11879","19634","8"
"11880","3678","8"
"11881","3678","8"
"11882","4769","8"
"11884","4793","8"
"11885","6025","8"
"11886","3986","8"
"11887","17048","8"
"11888","3716","8"
"11889","6029","8"
"11891","7588","8"
"11892","8098","8"
"11893","992","8"
"11894","3333","8"
"11895","3501","8"
"11896","694","8"
"11897","3670","8"
"11899","10935","8"
"11900","4511","8"
"11901","998","8"
"11902","1744","8"
"11903","7027","8"
"11904","3062","8"
"11905","3061","8"
"11906","3062","8"
"11910","8012","8"
"11911","6108","8"
"11915","6065","8"
"11916","6098","8"
"11918","3352","8"
"11919","12218","8"
"11920","8607","8"
"11921","12218","8"
"11922","1422","8"
"11923","8929","8"
"11927","3671","8"
"11928","6079","8"
"11930","3737","8"
"11931","3671","8"
"11932","15888","8"
"11933","9070","8"
"11934","6224","8"
"11936","8814","8"
"11937","429","8"
"11938","3710","8"
"11939","258","8"
"11940","1189","8"
"11942","2834","8"
"11943","19719","8"
"11946","12129","8"
"11947","11365","8"
"11950","6295","8"
"11951","415","8"
"11954","3786","8"
"11955","4278","8"
"11956","4748","8"
"11957","4557","8"
"11958","6080","8"
"11959","11582","8"
"11962","5948","8"
"11964","14976","8"
"11965","5948","8"
"11966","2334","8"
"11967","738","8"
"11969","257","8"
"11970","4129","8"
"11971","6564","8"
"11973","592","8"
"11974","3294","8"
"11975","1419","8"
"11978","511","8"
"11979","13252","8"
"11980","18315","8"
"11981","6117","8"
"11983","10494","8"
"11984","316","8"
"11986","6642","8"
"11988","316","8"
"11989","316","8"
"11991","6119","8"
"11992","1698","8"
"11993","6129","8"
"11995","3694","8"
"11996","6098","8"
"11997","3796","8"
"12000","3678","8"
"12002","3804","8"
"12003","6110","8"
"12004","5417","8"
"12005","1254","8"
"12006","1233","8"
"12007","6268","8"
"12008","15319","8"
"12009","242","8"
"12010","15574","8"
"12011","6106","8"
"12013","409","8"
"12014","6396","8"
"12015","802","8"
"12019","3671","8"
"12020","5888","8"
"12021","1826","8"
"12024","1464","8"
"12028","10188","8"
"12031","1433","8"
"12032","1867","8"
"12033","8914","8"
"12034","6190","8"
"12035","9300","8"
"12036","2251","8"
"12037","3012","8"
"12038","5319","8"
"12041","2069","8"
"12043","953","8"
"12044","6190","8"
"12046","15251","8"
"12047","1650","8"
"12049","1946","8"
"12051","3711","8"
"12052","3875","8"
"12053","1653","8"
"12054","3423","8"
"12055","548","8"
"12056","6098","8"
"12057","6098","8"
"12059","2146","8"
"12063","1010","8"
"12064","1189","8"
"12065","12218","8"
"12066","1619","8"
"12068","17086","8"
"12069","6215","8"
"12070","6104","8"
"12071","6101","8"
"12072","783","8"
"12073","6190","8"
"12074","1879","8"
"12076","17223","8"
"12077","2389","8"
"12081","3422","8"
"12082","3983","8"
"12083","2136","8"
"12085","2081","8"
"12088","6149","8"
"12091","11981","8"
"12093","3293","8"
"12095","960","8"
"12097","6319","8"
"12098","7448","8"
"12099","6149","8"
"12100","3852","8"
"12101","6101","8"
"12102","451","8"
"12105","7437","8"
"12106","783","8"
"12108","783","8"
"12109","10494","8"
"12110","738","8"
"12112","3707","8"
"12116","3062","8"
"12117","3062","8"
"12118","3062","8"
"12119","6706","8"
"12120","6100","8"
"12121","6706","8"
"12122","3077","8"
"12123","6215","8"
"12124","3508","8"
"12129","10032","8"
"12131","3683","8"
"12133","3922","8"
"12134","6130","8"
"12135","3684","8"
"12136","2733","8"
"12137","6737","8"
"12138","10705","8"
"12140","3760","8"
"12141","6040","8"
"12143","3422","8"
"12146","3787","8"
"12147","6092","8"
"12148","1438","8"
"12149","7569","8"
"12150","4075","8"
"12151","1189","8"
"12152","2974","8"
"12153","12312","8"
"12157","6098","8"
"12158","6580","8"
"12159","1332","8"
"12160","5496","8"
"12161","3800","8"
"12162","789","8"
"12163","1439","8"
"12164","5110","8"
"12165","6674","8"
"12166","2383","8"
"12167","11866","8"
"12168","12443","8"
"12169","254","8"
"12171","6009","8"
"12172","4676","8"
"12173","2382","8"
"12174","3796","8"
"12175","17847","8"
"12176","998","8"
"12177","14003","8"
"12178","3816","8"
"12180","6190","8"
"12181","6105","8"
"12182","1454","8"
"12184","6396","8"
"12185","2647","8"
"12186","242","8"
"12187","4810","8"
"12188","8667","8"
"12189","6149","8"
"12190","12767","8"
"12191","4680","8"
"12192","6095","8"
"12193","6232","8"
"12194","5665","8"
"12195","1992","8"
"12196","6008","8"
"12197","4188","8"
"12198","11647","8"
"12199","10836","8"
"12200","3764","8"
"12201","4214","8"
"12202","5958","8"
"12203","3727","8"
"12204","8611","8"
"12205","6224","8"
"12206","3794","8"
"12207","212","8"
"12208","1313","8"
"12209","10483","8"
"12210","3710","8"
"12211","9235","8"
"12213","3731","8"
"12214","13711","8"
"12216","3681","8"
"12217","12223","8"
"12218","1296","8"
"12219","5457","8"
"12220","12218","8"
"12221","12218","8"
"12222","12218","8"
"12223","12218","8"
"12224","12218","8"
"12226","7519","8"
"12227","8528","8"
"12229","12223","8"
"12230","658","8"
"12231","783","8"
"12232","1266","8"
"12233","2069","8"
"12234","322","8"
"12235","12793","8"
"12236","738","8"
"12238","6031","8"
"12239","6048","8"
"12240","3425","8"
"12242","6100","8"
"12243","1772","8"
"12244","2286","8"
"12246","6305","8"
"12247","1189","8"
"12248","10139","8"
"12249","706","8"
"12251","6100","8"
"12252","5996","8"
"12255","9872","8"
"12256","3760","8"
"12258","8898","8"
"12259","6580","8"
"12260","1691","8"
"12261","3671","8"
"12262","6098","8"
"12264","985","8"
"12265","779","8"
"12267","4977","8"
"12270","3678","8"
"12272","3921","8"
"12273","12513","8"
"12274","1480","8"
"12276","3722","8"
"12277","3727","8"
"12278","3674","8"
"12279","3787","8"
"12280","4486","8"
"12282","4748","8"
"12283","958","8"
"12284","1383","8"
"12285","783","8"
"12287","6017","8"
"12288","6580","8"
"12289","1438","8"
"12290","1691","8"
"12291","6098","8"
"12292","19963","8"
"12293","3671","8"
"12295","3800","8"
"12296","6093","8"
"12297","6093","8"
"12299","3737","8"
"12300","6659","8"
"12301","6156","8"
"12302","3170","8"
"12303","11045","8"
"12304","1652","8"
"12305","1189","8"
"12306","1605","8"
"12307","187","8"
"12308","6150","8"
"12309","18314","8"
"12310","11710","8"
"12311","9067","8"
"12312","12676","8"
"12313","6081","8"
"12314","7519","8"
"12315","9228","8"
"12316","13043","8"
"12317","6030","8"
"12318","2035","8"
"12320","2679","8"
"12322","186","8"
"12323","1721","8"
"12324","13439","8"
"12325","1998","8"
"12327","342","8"
"12329","1382","8"
"12330","953","8"
"12332","342","8"
"12333","4574","8"
"12334","3675","8"
"12336","4353","8"
"12339","7257","8"
"12340","6027","8"
"12341","342","8"
"12342","6150","8"
"12344","6162","8"
"12346","342","8"
"12347","1698","8"
"12348","3300","8"
"12350","1726","8"
"12351","9409","8"
"12352","9106","8"
"12353","6149","8"
"12354","13563","8"
"12355","220","8"
"12356","4262","8"
"12357","8914","8"
"12359","5694","8"
"12360","1826","8"
"12363","3731","8"
"12365","11078","8"
"12366","6001","8"
"12367","262","8"
"12370","1691","8"
"12371","8044","8"
"12372","1605","8"
"12373","13503","8"
"12375","3737","8"
"12379","1490","8"
"12380","5369","8"
"12381","4748","8"
"12382","10440","8"
"12383","4050","8"
"12384","3684","8"
"12385","3766","8"
"12388","12221","8"
"12389","12221","8"
"12390","3700","8"
"12391","822","8"
"12392","8438","8"
"12394","6098","8"
"12395","3143","8"
"12397","5079","8"
"12399","5958","8"
"12400","741","8"
"12402","18314","8"
"12403","1025","8"
"12404","451","8"
"12405","738","8"
"12406","3852","8"
"12408","1312","8"
"12409","5504","8"
"12410","960","8"
"12411","1189","8"
"12413","3879","8"
"12414","1312","8"
"12417","1159","8"
"12420","1631","8"
"12422","535","8"
"12423","2964","8"
"12424","693","8"
"12426","6129","8"
"12428","13883","8"
"12429","15319","8"
"12430","3790","8"
"12431","1382","8"
"12432","4313","8"
"12433","612","8"
"12434","7600","8"
"12435","2820","8"
"12438","6100","8"
"12439","2543","8"
"12440","1159","8"
"12441","5429","8"
"12443","6100","8"
"12445","11203","8"
"12447","5138","8"
"12448","4392","8"
"12449","3796","8"
"12450","4457","8"
"12451","4457","8"
"12455","5740","8"
"12456","2163","8"
"12457","3133","8"
"12458","10094","8"
"12460","8188","8"
"12461","4377","8"
"12462","3671","8"
"12463","319","8"
"12464","2679","8"
"12465","16866","8"
"12466","3858","8"
"12467","16030","8"
"12468","7513","8"
"12469","964","8"
"12472","738","8"
"12473","491","8"
"12474","14159","8"
"12475","3798","8"
"12477","783","8"
"12478","7821","8"
"12479","4048","8"
"12480","3982","8"
"12481","7199","8"
"12482","2096","8"
"12483","15691","8"
"12484","17844","8"
"12485","1936","8"
"12486","1842","8"
"12488","3737","8"
"12489","11099","8"
"12492","10035","8"
"12493","5996","8"
"12494","429","8"
"12496","1349","8"
"12497","12676","8"
"12498","6100","8"
"12499","6100","8"
"12507","6154","8"
"12508","6088","8"
"12509","6239","8"
"12511","783","8"
"12513","6098","8"
"12514","6240","8"
"12515","12293","8"
"12517","6054","8"
"12518","3555","8"
"12519","3793","8"
"12521","4470","8"
"12524","3798","8"
"12525","3793","8"
"12526","3796","8"
"12527","10094","8"
"12528","1189","8"
"12530","3796","8"
"12532","3689","8"
"12535","268","8"
"12536","6092","8"
"12537","1627","8"
"12538","3737","8"
"12539","2116","8"
"12540","6110","8"
"12542","6091","8"
"12547","11624","8"
"12548","1464","8"
"12549","5388","8"
"12550","6092","8"
"12552","18314","8"
"12553","6083","8"
"12555","15656","8"
"12556","933","8"
"12557","8090","8"
"12559","1859","8"
"12560","1332","8"
"12561","4966","8"
"12562","10347","8"
"12563","2318","8"
"12564","6112","8"
"12566","3737","8"
"12571","6095","8"
"12575","3674","8"
"12576","16642","8"
"12577","13541","8"
"12578","4369","8"
"12579","262","8"
"12580","6215","8"
"12582","2163","8"
"12584","15902","8"
"12585","304","8"
"12587","1160","8"
"12588","10188","8"
"12591","2163","8"
"12592","6250","8"
"12595","351","8"
"12596","2724","8"
"12597","961","8"
"12598","8670","8"
"12599","6088","8"
"12600","4290","8"
"12601","6106","8"
"12602","6106","8"
"12603","14142","8"
"12604","3769","8"
"12605","15608","8"
"12606","3684","8"
"12607","5429","8"
"12610","6110","8"
"12611","2069","8"
"12612","14619","8"
"12613","1131","9"
"12614","3993","8"
"12615","12129","8"
"12616","1918","8"
"12617","693","8"
"12618","6096","8"
"12619","3671","8"
"12620","4675","8"
"12621","8433","8"
"12623","18317","8"
"12624","6190","8"
"12625","256","8"
"12626","3333","8"
"12627","5429","8"
"12634","4627","8"
"12635","6078","8"
"12639","570","8"
"12642","4705","8"
"12643","2545","8"
"12644","6110","8"
"12645","6149","8"
"12647","15319","8"
"12648","6110","8"
"12649","1284","8"
"12651","7214","8"
"12655","3065","8"
"12656","6031","8"
"12657","2813","8"
"12658","16973","8"
"12659","1004","8"
"12660","3731","8"
"12661","262","8"
"12662","919","8"
"12663","8441","8"
"12664","3713","8"
"12665","6098","8"
"12666","4290","8"
"12667","3684","8"
"12669","4362","8"
"12671","7405","8"
"12672","6697","8"
"12675","3914","8"
"12676","6642","8"
"12677","3817","8"
"12678","2646","8"
"12679","12513","8"
"12680","1889","8"
"12681","2481","8"
"12682","2232","8"
"12684","1485","8"
"12687","13565","8"
"12690","18951","8"
"12692","6218","8"
"12693","12971","8"
"12697","6126","8"
"12698","13933","8"
"12705","15180","8"
"12706","1189","8"
"12707","4120","8"
"12709","6101","8"
"12710","14391","8"
"12711","1438","8"
"12720","2499","8"
"12721","1960","8"
"12722","3262","8"
"12723","6041","8"
"12724","1937","8"
"12725","4977","8"
"12727","4810","8"
"12729","90","8"
"12730","2820","8"
"12731","6095","8"
"12732","8188","8"
"12733","262","8"
"12734","18320","8"
"12735","4098","8"
"12736","738","8"
"12738","441","8"
"12740","1159","8"
"12741","9167","8"
"12744","18315","8"
"12745","6189","8"
"12747","5045","8"
"12748","1691","8"
"12749","6211","8"
"12750","3251","8"
"12751","1189","8"
"12752","7281","8"
"12753","12394","8"
"12755","3796","8"
"12757","6224","8"
"12758","13983","8"
"12761","693","8"
"12762","3760","8"
"12763","1935","8"
"12764","9216","8"
"12765","1691","8"
"12766","1421","8"
"12767","6098","8"
"12768","6155","8"
"12769","3767","8"
"12770","1421","8"
"12771","3716","8"
"12772","2646","8"
"12773","1889","8"
"12774","7600","8"
"12775","2699","8"
"12776","9899","8"
"12777","9063","8"
"12778","2356","8"
"12779","12681","8"
"12780","490","8"
"12782","4214","8"
"12784","6129","8"
"12785","291","8"
"12786","2382","8"
"12787","11875","8"
"12788","5213","8"
"12789","998","8"
"12790","3624","8"
"12792","5827","8"
"12793","1422","8"
"12794","1620","8"
"12795","6119","8"
"12797","3756","8"
"12798","6115","8"
"12800","6054","8"
"12801","10635","8"
"12802","1160","8"
"12804","6300","8"
"12806","3425","8"
"12807","18315","8"
"12811","2646","8"
"12812","6110","8"
"12813","3740","8"
"12815","1356","8"
"12816","3794","8"
"12817","3779","8"
"12819","11099","8"
"12820","1332","8"
"12821","3698","8"
"12822","8433","8"
"12823","9175","8"
"12824","5477","8"
"12826","1189","8"
"12827","13983","8"
"12829","12830","8"
"12830","3795","8"
"12831","12830","8"
"12833","3333","8"
"12834","3421","8"
"12835","6098","8"
"12836","3923","8"
"12837","1769","8"
"12838","3793","8"
"12839","3980","8"
"12841","3425","8"
"12842","1604","8"
"12843","6150","8"
"12844","3719","8"
"12845","4290","8"
"12846","5429","8"
"12847","6096","8"
"12848","783","8"
"12849","6876","8"
"12853","3737","8"
"12854","6099","8"
"12855","1361","8"
"12857","1189","8"
"12861","816","8"
"12862","8603","8"
"12863","8603","8"
"12864","6098","8"
"12867","608","8"
"12868","429","8"
"12869","6192","8"
"12871","3679","8"
"12873","6005","8"
"12874","3624","8"
"12875","2015","8"
"12876","1189","8"
"12878","268","8"
"12880","6150","8"
"12883","8056","8"
"12884","6054","8"
"12885","1279","8"
"12886","279","8"
"12888","441","8"
"12889","6673","8"
"12890","738","8"
"12891","793","8"
"12892","6112","8"
"12893","12220","8"
"12894","6092","8"
"12895","12222","8"
"12896","12222","8"
"12898","12463","8"
"12900","1998","8"
"12901","6250","8"
"12904","6250","8"
"12905","6049","8"
"12906","2135","8"
"12908","6215","8"
"12909","3450","8"
"12911","6149","8"
"12912","3796","8"
"12913","3796","8"
"12914","13350","8"
"12915","16642","8"
"12916","12830","8"
"12919","6031","8"
"12920","1357","8"
"12923","6216","8"
"12924","12920","8"
"12925","3796","8"
"12926","12129","8"
"12927","1357","8"
"12929","3766","8"
"12930","233","8"
"12931","6098","8"
"12932","3840","8"
"12933","2609","8"
"12934","12129","8"
"12935","8568","8"
"12937","2105","8"
"12940","4547","8"
"12941","10044","8"
"12942","2481","8"
"12944","1464","8"
"12946","15380","8"
"12947","10656","8"
"12949","6289","8"
"12954","11435","8"
"12955","1815","8"
"12956","6329","8"
"12958","3062","8"
"12961","269","8"
"12962","461","8"
"12963","257","8"
"12969","6026","8"
"12971","3421","8"
"12972","3425","8"
"12973","4457","8"
"12974","1998","8"
"12976","5314","8"
"12977","1240","8"
"12978","1312","8"
"12979","580","8"
"12981","10094","8"
"12982","12981","8"
"12983","387","8"
"12985","1328","8"
"12987","3786","8"
"12989","429","8"
"12991","3275","8"
"12992","236","8"
"12993","6394","8"
"12994","6037","8"
"12995","6085","8"
"12997","3671","8"
"12998","15583","8"
"12999","19085","8"
"13000","4101","8"
"13002","3928","8"
"13003","388","8"
"13004","4424","8"
"13005","5429","8"
"13006","744","8"
"13007","775","8"
"13008","6089","8"
"13009","1357","8"
"13010","6418","8"
"13011","917","8"
"13012","13892","8"
"13013","1419","8"
"13015","849","8"
"13016","9870","8"
"13017","462","8"
"13018","1498","8"
"13020","8508","8"
"13021","346","8"
"13022","19196","8"
"13023","904","8"
"13024","612","8"
"13025","3704","8"
"13026","6109","8"
"13027","5996","8"
"13028","14731","8"
"13029","3033","8"
"13032","10728","8"
"13033","6394","8"
"13034","4884","8"
"13035","4884","8"
"13036","13541","8"
"13037","12353","8"
"13038","10514","8"
"13039","3711","8"
"13040","6001","8"
"13041","1558","8"
"13042","8264","8"
"13043","349","8"
"13044","7519","8"
"13046","18314","8"
"13050","3012","8"
"13051","14200","8"
"13052","961","8"
"13053","6065","8"
"13054","1653","8"
"13057","3679","8"
"13058","3800","8"
"13059","6107","8"
"13060","13935","8"
"13062","8814","8"
"13063","8515","8"
"13064","14207","8"
"13065","974","8"
"13067","5899","8"
"13068","6607","8"
"13070","7496","8"
"13071","3796","8"
"13072","10482","8"
"13074","3463","8"
"13076","8611","8"
"13080","3482","8"
"13081","19711","8"
"13082","2272","8"
"13083","19646","8"
"13084","462","8"
"13085","580","8"
"13086","233","8"
"13088","395","8"
"13089","3764","8"
"13090","351","8"
"13091","3791","8"
"13093","451","8"
"13097","628","8"
"13098","8720","8"
"13099","420","8"
"13100","8181","8"
"13101","1769","8"
"13102","6242","8"
"13103","4290","8"
"13104","1998","8"
"13105","9008","8"
"13106","919","8"
"13108","428","8"
"13109","13104","8"
"13116","1955","8"
"13118","3624","8"
"13121","2646","8"
"13130","5373","8"
"13131","8842","8"
"13132","1332","8"
"13133","2419","8"
"13134","1708","8"
"13135","5772","8"
"13136","2968","8"
"13137","8261","8"
"13138","2922","8"
"13140","1295","8"
"13141","4371","8"
"13142","2284","8"
"13144","1721","8"
"13145","4123","8"
"13146","5091","8"
"13147","1357","8"
"13148","2136","8"
"13149","5212","8"
"13150","17576","8"
"13151","6099","8"
"13152","5045","8"
"13154","4188","8"
"13155","6288","8"
"13156","3737","8"
"13158","6024","8"
"13159","4261","8"
"13162","612","8"
"13163","11251","8"
"13165","8819","8"
"13166","13644","8"
"13167","3170","8"
"13170","5037","8"
"13171","6037","8"
"13172","3739","8"
"13174","11796","8"
"13176","4378","8"
"13178","1454","8"
"13179","11671","8"
"13181","2520","8"
"13182","3624","8"
"13183","6124","8"
"13184","6300","8"
"13185","1998","8"
"13186","13983","8"
"13187","8603","8"
"13188","3796","8"
"13189","6288","8"
"13191","1228","8"
"13192","1261","8"
"13193","3421","8"
"13194","1279","8"
"13195","2041","8"
"13196","6104","8"
"13197","6091","8"
"13199","1492","8"
"13200","6026","8"
"13201","14537","8"
"13203","15147","8"
"13204","6319","8"
"13205","8515","8"
"13206","5731","8"
"13210","3424","8"
"13211","1507","8"
"13212","8385","8"
"13213","387","8"
"13216","6150","8"
"13217","3255","8"
"13218","6722","8"
"13222","268","8"
"13224","6722","8"
"13225","2419","8"
"13226","1492","8"
"13227","1812","8"
"13228","918","8"
"13229","1820","8"
"13230","1492","8"
"13231","1469","8"
"13232","6095","8"
"13233","13972","8"
"13234","3425","8"
"13235","783","8"
"13236","11330","8"
"13238","18315","8"
"13239","3678","8"
"13240","905","8"
"13241","2116","8"
"13243","3928","8"
"13245","3731","8"
"13246","6117","8"
"13247","4810","8"
"13249","2486","8"
"13250","3731","8"
"13251","8795","8"
"13252","4793","8"
"13253","186","8"
"13254","5213","8"
"13255","16642","8"
"13256","6250","8"
"13257","894","8"
"13258","1313","8"
"13259","3739","8"
"13261","3793","8"
"13262","1691","8"
"13263","6282","8"
"13264","6040","8"
"13265","18314","8"
"13266","1053","9"
"13267","1887","8"
"13268","830","8"
"13269","6147","8"
"13270","387","8"
"13272","11167","8"
"13273","3450","8"
"13279","14207","8"
"13281","949","8"
"13282","1189","8"
"13284","992","8"
"13285","822","8"
"13286","6146","8"
"13290","3640","8"
"13291","974","8"
"13292","4495","8"
"13293","5213","8"
"13294","5890","8"
"13296","6148","8"
"13298","4432","8"
"13299","7257","8"
"13300","4171","8"
"13301","6139","8"
"13303","6215","8"
"13304","3798","8"
"13305","1199","8"
"13307","346","8"
"13308","6099","8"
"13309","4769","8"
"13310","3012","8"
"13311","6149","8"
"13312","3934","8"
"13313","3851","8"
"13316","6580","8"
"13318","1621","8"
"13319","461","8"
"13321","2272","8"
"13322","392","8"
"13324","1889","8"
"13325","835","8"
"13326","15511","8"
"13327","212","8"
"13328","12034","8"
"13329","2606","8"
"13330","3062","8"
"13331","5156","8"
"13332","6139","8"
"13335","6098","8"
"13336","8693","8"
"13337","3674","8"
"13338","13663","8"
"13339","13022","8"
"13340","6026","8"
"13341","10425","8"
"13342","3671","8"
"13343","10255","8"
"13345","4050","8"
"13346","3737","8"
"13347","6101","8"
"13348","6027","8"
"13349","339","8"
"13350","3737","8"
"13351","774","8"
"13353","2847","8"
"13354","6054","8"
"13356","3731","8"
"13358","5340","8"
"13360","6483","8"
"13361","8188","8"
"13362","3760","8"
"13363","2820","8"
"13365","3731","8"
"13366","2556","8"
"13367","6093","8"
"13368","6035","8"
"13369","13368","8"
"13370","5440","8"
"13371","5543","8"
"13372","17269","8"
"13373","3737","8"
"13374","12681","8"
"13376","1439","8"
"13378","8603","8"
"13379","662","8"
"13380","3671","8"
"13381","3846","8"
"13382","2632","8"
"13383","6041","8"
"13384","3731","8"
"13385","12346","8"
"13386","6250","8"
"13387","6383","8"
"13388","6071","8"
"13389","6665","8"
"13390","8188","8"
"13392","14076","8"
"13393","3925","8"
"13394","3710","8"
"13395","456","8"
"13396","2586","8"
"13397","1317","8"
"13398","6437","8"
"13399","2380","8"
"13400","242","8"
"13402","429","8"
"13403","11427","8"
"13404","8742","8"
"13405","2702","8"
"13408","11194","8"
"13411","2824","8"
"13413","16029","8"
"13416","3760","8"
"13417","2471","8"
"13418","256","8"
