"movie_id","country_code"
"1968","US"
"1969","US"
"1971","JP"
"1973","JP"
"1970","US"
"1975","US"
"1976","US"
"1977","US"
"1978","GB"
"1979","US"
"1980","AU"
"1984","GB"
"1983","BE"
"1986","FR"
"1986","IL"
"1987","AT"
"1987","TN"
"1988","FR"
"1988","PK"
"1989","CN"
"1990","FR"
"1990","US"
"1991","US"
"1992","US"
"1994","US"
"1996","US"
"1995","US"
"1997","FR"
"1997","KH"
"1999","US"
"2000","DE"
"1998","FR"
"1998","KH"
"2001","US"
"2002","FR"
"2003","FR"
"2006","US"
"2004","DE"
"2005","US"
"2007","US"
"1993","FR"
"1993","IT"
"2008","CN"
"2008","JP"
"2008","KR"
"810","US"
"2009","RO"
"2010","JP"
"2011","FR"
"74363","US"
"2012","MX"
"2014","DE"
"2015","KR"
"2016","FR"
"2016","DZ"
"2016","MA"
"2017","US"
"2013","FR"
"2014","TR"
"2018","US"
"2019","US"
"2021","GB"
"2020","US"
"2025","FR"
"2023","US"
"2024","US"
"2022","US"
"2026","US"
"2029","FR"
"2031","DE"
"2031","FR"
"2031","IT"
"2030","DE"
"2033","US"
"2034","US"
"2035","IT"
"2035","US"
"2036","US"
"2037","FR"
"1865","US"
"2038","GB"
"2038","US"
"2039","US"
"2041","US"
"2042","US"
"2043","CA"
"2043","DE"
"2043","US"
"2044","US"
"2045","US"
"2046","US"
"2028","US"
"2047","US"
"2049","US"
"2048","US"
"2054","US"
"2040","US"
"2056","US"
"2055","US"
"2057","FR"
"2057","US"
"2058","US"
"2059","US"
"2060","FR"
"1537","US"
"2061","DK"
"21","GH"
"21","NG"
"21","PF"
"2064","US"
"2065","FR"
"2067","US"
"2069","CA"
"2069","US"
"2070","IT"
"2071","US"
"2072","CA"
"2075","US"
"2076","US"
"2077","US"
"2078","US"
"2079","US"
"2080","US"
"2082","US"
"2000","PE"
"2083","DE"
"2084","GB"
"2085","US"
"2086","US"
"2087","JP"
"2087","US"
"2088","GB"
"2088","US"
"2089","US"
"2090","US"
"2091","US"
"2092","ES"
"2093","NL"
