"movie_id","runtime","budget","revenue","homepage"
"87","118","28000000","333000000","http://www.indianajones.com"
"88","96","6000000","213954274",""
"89","127","48000000","474000000","http://www.indianajones.com/crusade"
"90","105","15000000","316360478",""
"91","29","20000","0",""
"92","94","0","0",""
"93","160","2000000","8000000",""
"94","6","0","0",""
"95","144","140000000","553709783",""
"96","100","20000000","299965036",""
"97","96","17000000","33000000",""
"98","155","103000000","457640427","http://movies.uip.de/gladiator/"
"99","101","0","67872296","http://www.sonypictures.com/classics/allaboutmymother/"
"100","105","1350000","3897569",""
"101","110","16000000","45284974",""
"102","113","0","0",""
"103","113","1300000","117442400",""
"104","81","1530000","0",""
"105","111","19000000","381109762","http://www.bttfmovie.com/"
"106","107","18000000","98235548",""
"107","104","10000000","83557872",""
"108","100","0","1365410",""
"109","91","0","1251427",""
"110","99","0","3600996",""
"111","170","25000000","65884703",""
"112","108","0","0",""
"113","103","0","8945072","http://www.fruehling-sommer.de"
"114","119","14000000","463000000",""
"115","117","15000000","44498804",""
"116","124","15000000","78000000","http://www.matchpoint.dreamworks.com/main.html"
"117","119","25000000","76270454",""
"118","106","150000000","473000000","http://chocolatefactorymovie.warnerbros.com/"
"120","178","93000000","871368364","http://www.lordoftherings.net/"
"121","179","79000000","926287400",""
"122","201","94000000","1118888979",""
"123","132","8000000","0",""
"124","103","0","0",""
"125","13","0","0",""
"126","73","0","0",""
"127","114","0","0",""
"128","134","0","169785704",""
"129","125","0","277300000",""
"130","115","22000000","75500000","http://www.ghibli.jp/ged/"
"132","91","0","0",""
"133","60","0","0",""
"134","103","26000000","71000000",""
"135","96","0","0",""
"136","64","0","0",""
"137","101","14600000","70906973",""
"138","72","355000","1012189",""
"139","98","0","0","http://www.dogme95.dk/mifune/forside/forside.htm"
"140","106","8500000","40261665","www.lamalaeducacion.com"
"141","113","6000000","1270522","http://www.donniedarko.com/"
"142","134","14000000","178043761","http://www.brokebackmountain.com"
"143","140","1250000","0",""
"144","127","2500000","3404057","http://www.wim-wenders.com/movies/movies_spec/wingsofdesire/wingsofdesire.htm"
"145","159","0","0",""
"146","120","15000000","209000000",""
"147","99","0","0",""
"148","112","5000000","0",""
"149","124","10000000","49000000","http://www.bandaivisual.co.jp/akira/"
"150","96","1000000","78868508",""
"152","132","35000000","139000000",""
"153","102","4000000","106000000",""
"154","113","12000000","96800000",""
"155","150","185000000","970000000",""
"156","111","0","0",""
"157","105","18000000","87000000",""
"158","87","0","0",""
"159","90","0","0",""
"160","1","0","0",""
"161","116","85000000","450717150","http://www.warnerbros.co.uk/movies/oceans11/index.html"
"162","105","20000000","53000000",""
"163","125","110000000","363531634","http://oceans12.warnerbros.com/"
"164","110","2500000","9500000",""
"165","108","40000000","332000000","http://www.bttf.com/"
"166","110","0","0",""
"167","115","48000000","0","http://www.k-pax.com/"
"168","119","24000000","133000000",""
"169","108","35000000","57169413",""
"170","113","5000000","82000000","http://kino.20thcenturyfox.de/filmarchiv/28dayslater/set.html"
"171","109","0","0",""
"172","107","30000000","70200000",""
"173","127","4300000","0",""
"174","113","27000000","96900000",""
"175","118","0","0",""
"176","102","1200000","102000000","http://www.sawmovie.com/"
"177","137","24000000","41900000",""
"178","121","0","0","http://www.mgm.com/title_title.do?title_star=BLOWNAWA"
"179","128","80000000","162944923","http://www.theinterpretermovie.com/"
"180","145","102000000","353000000",""
"182","105","0","0",""
"183","100","0","0",""
"184","154","12000000","39673162",""
"185","136","2200000","26000000",""
"186","109","0","56308881","http://www.slevin-movie.com/"
"187","124","40000000","158733820","http://www.sincitythemovie.com/"
"189","102","0","0",""
"190","52","0","0",""
"191","106","0","0",""
"192","126","20000000","77200000",""
"193","118","38000000","120000000",""
"194","129","11400000","174000000","http://www.die-fabelhafte-welt-der-amelie.de"
"195","83","519706","0",""
"196","118","40000000","243700000","http://www.bttf.com/"
"197","177","72000000","210000000",""
"198","99","1200000","0",""
"199","111","46000000","150000000","http://www.startrek.com/startrek/view/series/MOV/008/index.html"
"200","103","70000000","118000000",""
"201","117","60000000","67312826",""
"203","110","500000","0",""
"204","150","0","0",""
"205","121","17500000","38000000","http://www.hotelrwanda.com/intro.html"
"206","89","0","0",""
"207","128","16400000","239500000",""
"211","90","0","0",""
"212","118","1120175","4784000",""
"213","136","4326000","9800000",""
"214","108","10000000","0","http://www.saw3.com/"
"215","93","4000000","147700000","http://www.saw2.com/"
"216","89","130000","0",""
"217","140","125000000","520141229","http://www.indianajones.com/site/index.html"
"218","108","6400000","78371200",""
"219","120","9400000","87200000","http://www.volver-lapelicula.com"
"220","115","0","0",""
"221","111","1500000","0",""
"222","69","0","0",""
"223","130","1288000","0",""
"224","165","0","0",""
"225","153","0","0",""
"226","118","2000000","21000000",""
"227","91","10000000","25697647",""
"228","108","0","0",""
"229","75","400000","2000000",""
"231","128","50000000","94000000","http://syrianamovie.warnerbros.com/"
"232","94","10000000","2500000",""
"233","117","0","0",""
"234","71","12371","0",""
"235","85","8000000","52287000",""
"236","106","3000000","15119639",""
"237","93","6400000","2500000","http://www.sonyclassics.com/youngadam/"
"238","175","6000000","245066411",""
"239","120","3500000","25000000",""
"240","200","13000000","47542841",""
"241","118","50000000","50282766",""
"242","162","54000000","136766062",""
"243","114","30000000","47126295",""
"244","100","670000","10000000",""
"245","101","27000000","129000000","http://movies.uip.de/aboutaboy/"
"246","111","0","32300000",""
"247","85","320000","0",""
"248","136","2900000","5000000",""
"249","112","0","0",""
"250","91","0","0",""
"251","128","22000000","505000000",""
"252","100","2900000","4000000",""
"253","121","7000000","161777836","http://www.mgm.com/title_title.do?title_star=LIVEANDL"
"254","187","207000000","550000000","http://movies.uip.de/kingkong/"
"255","96","0","0",""
"256","29","0","0",""
"257","130","50000000","42093706","http://www.olivertwistthemovie.co.uk/"
"258","94","0","0",""
"259","89","0","0",""
"260","87","0","0",""
"261","108","3000000","17000000",""
"262","109","20000000","0",""
"265","120","0","0",""
"266","103","900000","0",""
"267","103","0","0",""
"268","126","35000000","413200000",""
"269","87","0","0",""
"270","98","350000","0",""
"271","126","0","0",""
"272","141","150000000","371853783","http://www2.warnerbros.com/batmanbegins/index.html"
"273","107","250000","0","http://www.dasweisserauschen.de/"
"274","118","19000000","272742922",""
"275","98","7000000","60611975","http://www.themoviefargo.com/"
"276","127","0","0",""
"277","116","22000000","95708457","http://www.sonypictures.com/movies/underworld/site/main.html"
"278","142","25000000","58500000",""
"279","160","18000000","56000000",""
"280","137","100000000","520000000",""
"281","145","42000000","0","www.strange-days.com"
"284","125","3000000","25000000",""
"285","180","110000000","401055000","http://disney.go.com/disneypictures/pirates/"
"286","107","0","0",""
"287","108","7000000","50888000",""
"288","85","750000","0",""
"289","102","950000","10462500",""
"290","116","9000000","6153939",""
"291","105","2600000","3166000","http://www.sonyclassics.com/ridinggiants/"
"292","100","3000000","11718595","http://www.chappellesblockparty.com/home.html"
"293","123","0","43440294",""
"294","97","350000","2400000",""
"296","109","187300000","435000000","http://www.terminator-3.de/"
"297","178","90000000","142940100","http://www.meetjoeblack.com/"
"298","122","100000000","311312624","http://oceans13.warnerbros.com/"
"299","127","0","0",""
"300","105","6000000","9524340","http://www.lasciencedesreves-lefilm.com/accueil.htm"
"301","144","1214899","0",""
"302","102","0","22441323","http://www.marsdistribution.com/xml/flash.html?cfilm=46022"
"303","101","2000000","8000000",""
"306","104","50000000","42614912",""
"307","105","0","0",""
"308","105","10000000","45742101",""
"309","105","1300000","0",""
"310","101","80000000","484572835","http://www.brucealmighty.com/"
"311","229","20000000","5321508",""
"312","109","0","0",""
"313","112","0","0",""
"314","104","85000000","82102379",""
"315","83","45000","0",""
"316","111","600000","0",""
"317","90","0","0","http://www.esmasgeheimnis.de/"
"318","122","8000000","0",""
"319","121","12500000","12281551",""
"320","118","46000000","67000000",""
"321","92","4361898","0","http://mamboitaliano.ca/"
"322","137","30000000","0","http://www.warnerbros.de/movies/mysticriver/"
"326","105","33000000","62022014",""
"327","114","12000000","15250000","http://www.office-kitano.co.jp/brother/index.html"
"329","127","63000000","920100000","http://www.jurassicpark.com/"
"330","129","75000000","786686679",""
"331","92","93000000","368780809",""
"332","75","75000000","134403112",""
"333","101","0","0",""
"334","188","37000000","48451803","http://www.magnoliamovie.com/"
"335","165","5000000","5434825","http://www.spielmirdasliedvomtod.com/index_1.html"
"336","121","0","0",""
"337","94","0","11576431","http://www.sonyclassics.com/ibrahim/aboutcast.html"
"338","121","4800000","79384880","http://www.good-bye-lenin.de/index2.php"
"339","129","0","2015810",""
"340","106","7000000","2697930","http://wip.warnerbros.com/everythingisilluminated/"
"341","100","0","0",""
"342","98","2700000","0","http://www.sommersturm.de/main.html"
"343","91","1200000","0",""
"344","110","0","0","http://www.bangboombang.de/"
"345","159","65000000","162091208","http://eyeswideshut.warnerbros.com/"
"346","207","0","0",""
"347","74","0","0",""
"348","117","11000000","104931801",""
"349","93","0","0","http://www.crustaces-lefilm.com/"
"350","106","35000000","311695026","http://www.devilwearspradamovie.com/"
"351","88","1000000","0","http://www.sehnsucht-der-film.de/"
"363","121","0","435395","http://www.gegendiewand.de/"
"364","126","80000000","280000000",""
"377","91","1800000","0",""
"378","94","6000000","29180280",""
"379","115","14000000","5080409","http://www.geocities.com/~mikemckiernan/mcfrontpage.html"
"380","133","25000000","354825435",""
"381","106","2500000","8750000",""
"383","78","22500","0",""
"387","150","14000000","85000000","www.dasboot.com"
"388","129","45000000","183954719","http://www.inside-man.de/"
"389","96","340000","0",""
"390","100","0","0",""
"391","99","200000","3500000",""
"392","122","25000000","152500343",""
"393","136","55000000","152159461",""
"395","101","70000000","171183863","http://www.avp-movie.com/"
"396","131","0","0",""
"397","111","0","0",""
"398","114","7000000","49084830","http://www.sonyclassics.com/capote/"
"400","115","8000000","529766",""
"401","102","2500000","26781723","http://www2.foxsearchlight.com/gardenstate/"
"402","123","49000000","352927224",""
"403","99","7500000","145793296",""
"404","111","10000000","0",""
"405","104","0","0",""
"406","95","3000000","15300000",""
"407","93","500000","0",""
"408","83","1488000","8000000","http://disney.go.com/vault/archives/movies/snow/snow.html"
"409","160","27000000","231700000",""
"410","105","0","0","http://www.sommervormbalkon.de/"
"411","140","180000000","748806957",""
"414","122","120000000","336531112",""
"415","125","125000000","238207122",""
"419","105","0","0",""
"421","119","50000000","34808403",""
"422","138","0","0",""
"423","150","35000000","120072577","http://www.thepianistmovie.com/"
"424","195","22000000","321265768","http://www.schindlerslist.com/"
"425","81","60000000","383259213","http://www.iceagemovie.com/original/"
"426","128","2479000","7797728",""
"427","110","0","0",""
"428","97","0","0",""
"429","161","1200000","19000000","http://www.mgm.com/goodbadugly/"
"430","115","3000000","4000000",""
"431","90","250000","501818",""
"433","140","6000000","102272727",""
"434","99","0","0","http://www.knallhart-derfilm.de"
"435","124","125000000","542772771","http://www.thedayaftertomorrow.com/"
"436","101","0","0","http://www.mariallenaeresdegracia.com/index.html"
"437","95","0","0","http://www.scifi.com/cube2/"
"438","97","825000","0",""
"439","174","0","0",""
"441","96","6000000","705308","http://www.humannaturemovie.com/"
"442","100","2224000","28000000","http://www.sf.se/sites/vittula/"
"445","117","0","36000000","http://www.cache-derfilm.at"
"446","105","0","0","http://www.lichter-der-film.de/"
"451","112","4000000","49800000","http://www.mgm.com/title_title.do?title_star=LEAVINGL"
"452","117","0","0","http://www.dogme95.dk/the_idiots/content/index.htm"
"453","135","60000000","313542341","http://www.abeautifulmind.com/"
"454","120","14500000","147298761","http://www.romeoandjuliet.com/"
"455","112","5000000","76578641","http://www2.foxsearchlight.com/benditlikebeckham/"
"457","102","0","0",""
"458","101","0","0",""
"459","109","0","0",""
"460","136","0","0",""
"462","130","51000000","256271286","http://www.erinbrockovich.com/home.html"
"463","0","0","0",""
"464","133","0","0","http://www.wie-im-himmel-derfilm.de/start.html"
"465","88","0","0",""
"466","114","8000000","0",""
"467","102","0","0",""
"468","104","2500000","0",""
"469","89","0","2436000",""
"470","124","20000000","60427839","http://www.21-grams.com/index.php"
"471","102","0","0",""
"473","84","60000","3221152","http://www.pithemovie.com/"
"475","111","2500000","50700000",""
"476","100","2500000","0",""
"479","99","46000000","107196498",""
"480","114","0","30787356","http://monsoonwedding.indiatimes.com/"
"481","86","0","0","http://www.7virgenes.com/"
"482","100","4000000","12121618",""
"483","124","9500000","14560247",""
"488","105","0","10750000",""
"489","122","10000000","225900000",""
"490","92","0","0",""
"491","90","0","0",""
"492","112","13000000","23106667",""
"493","104","1978000","10000000",""
"494","112","2142000","1458000",""
"496","82","18000000","261572744","http://www.boratmovie.com/"
"497","188","60000000","284600000","http://thegreenmile.warnerbros.com/"
"499","90","0","0",""
"500","99","1200000","2832029",""
"501","103","0","0",""
"502","112","0","0",""
"503","99","160000000","181674817","http://www2.warnerbros.com/poseidon/"
"504","110","8000000","60378584","http://www.monster-derfilm.de/"
"505","94","0","7237794",""
"506","130","3000000","7008922",""
"507","96","1500000","418961",""
"508","135","40000000","244931766","http://www.loveactually.com/"
"509","124","42000000","363889678","http://www.notting-hill.com/"
"510","133","4400000","108981275",""
"511","179","31300000","0",""
"512","96","4000000","31584901","http://www.scoopmovie.net/"
"513","108","0","0",""
"521","104","1400000","0",""
"522","127","18000000","5887457",""
"523","92","0","0","http://www.requiem-derfilm.de"
"524","178","52000000","110400000",""
"525","133","27000000","115229890","http://www.bluesbrothers.com/"
"526","121","20000000","0",""
"527","99","0","0","http://www.finelinefeatures.com/warriors/"
"530","23","0","0","http://www.wallaceandgromit.com/home2.asp"
"531","30","0","0",""
"532","30","0","0",""
"533","85","30000000","192452832","http://java.europe.yahoo.com/uk/uip/wallaceandgromit/index.html"
"534","114","200000000","371353001",""
"535","95","0","0",""
"536","60","0","0",""
"537","93","0","0",""
"538","52","10000","0",""
"539","106","806948","32000000",""
"540","91","0","96793",""
"541","119","0","0",""
"542","118","1800000","26996738","http://padreamaro.ad2.com/site/home_eng.htm"
"543","84","0","0",""
"544","119","23000000","369884651","http://www.aboutmary.com/"
"546","103","1000000","13350369","http://www.transamerica-movie.com/"
"547","170","60000000","186883563",""
"548","88","140000","0",""
"549","108","2962051","3011195",""
"550","139","63000000","100853753","http://www.foxmovies.com/fightclub/"
"551","117","5000000","125000000",""
"552","114","0","0","http://www.brotundtulpen.de/"
"553","178","10000000","16680836","http://www.dogville.dk/"
"554","100","0","0",""
"555","94","0","0","http://www.luecke-im-system.de/"
"557","121","139000000","806000000","http://spiderman.sonypictures.com/index.php"
"558","127","200000000","783766341","http://www.spider-man-2.de/"
"559","140","300000001","806742000","http://www.sonypictures.com/movies/spiderman3"
"560","99","1500000","0",""
"561","121","100000000","230427240","http://constantinemovie.warnerbros.com/"
"562","131","28000000","138708852","http://www.foxhome.com/diehardcollection/index_frames.html"
"563","130","105000000","121214377",""
"564","124","80000000","415885488","http://www.mummyvideo.com/"
"565","115","45000000","249348933",""
"566","108","0","0",""
"567","112","1000000","37034514",""
"568","140","62000000","355237933",""
"569","99","0","0",""
"570","93","0","0",""
"571","119","2500000","15000000",""
"572","75","2400000","0",""
"573","116","2000000","0",""
"574","120","1200000","0",""
"575","120","0","0","http://www.dasexperiment.de/intro/"
"576","143","6000000","0",""
"577","106","20000000","21284514",""
"578","124","7000000","470653000","http://www.jaws25.com/"
"579","116","20000000","187884007",""
"580","89","23000000","51881013",""
"581","180","22000000","424208848",""
"582","137","2000000","70000000",""
"583","94","4000000","20745728",""
"584","101","76000000","236041731",""
"585","92","115000000","524000000","http://www.pixar.com/featurefilms/inc/"
"586","97","15000000","64256513",""
"587","125","70000000","122919055",""
"588","126","50000000","97607453",""
"590","114","25000000","108846072",""
"591","149","125000000","758239851","http://www.sonypictures.com/homevideo/thedavincicode/index.html"
"592","113","16000000","0",""
"593","167","0","0",""
"594","124","60000000","218686156","http://www.theterminal-themovie.com/"
"595","124","200000","13129846",""
"596","128","750000","0",""
"597","194","200000000","2187463944",""
"598","130","3300000","27387381","http://cidadededeus.globo.com/"
"599","110","1752000","5000000",""
"600","116","30000000","46357676",""
"601","115","10500000","792910554","http://www.et20.com/"
"602","145","75000000","816969268","http://www.foxhome.com/id4dvd/html/index_flash.html"
"603","136","63000000","460379930","http://whatisthematrix.warnerbros.com/"
"604","138","150000000","738599701","http://whatisthematrix.warnerbros.com/"
"605","129","150000000","424988211","http://whatisthematrix.warnerbros.com/"
"606","161","31000000","128499205",""
"607","98","90000000","589390539","http://www.sonypictures.com/homevideo/meninblackii/"
"608","88","140000000","441818803","http://www.sonypictures.com/homevideo/meninblackii/"
"609","114","10700000","122200000",""
"612","164","75000000","130358911",""
"613","156","13500000","92053427",""
"614","91","0","0",""
"615","127","0","611900000","http://www.thepassionofthechrist.com/splash.htm"
"616","154","100000000","456758981",""
"617","103","20000000","67200000",""
"618","190","110000","10000000",""
"619","130","0","410945720",""
"620","107","30000000","295200000",""
"621","110","6000000","395000000",""
"622","133","38000000","58401898",""
"623","108","0","62493712",""
"624","94","350000","16500000",""
"625","141","0","34700291",""
"626","16","0","0",""
"627","94","0","16635027",""
"628","123","6000000","104694059",""
"629","106","6000000","23341568",""
"630","101","2777000","26142032",""
"631","95","0","0",""
"632","116","0","0",""
"633","149","2300000","0",""
"634","97","25000000","281929795",""
"635","113","17000000","0",""
"636","95","777777","0",""
"637","116","20000000","229163264",""
"638","135","15000000","3675201",""
"639","96","16000000","92823546",""
"640","141","52000000","351112395",""
"641","102","4500000","7390108",""
"642","110","6000000","102308889",""
"643","75","0","46653",""
"644","145","100000000","235926552","http://www.warnerbros.de/video/ai/"
"646","111","1100000","59600000","http://www.mgm.com/title_title.do?title_star=DRNO"
"647","101","0","0",""
"648","96","0","0",""
"649","101","0","4037017",""
"650","102","6500000","57504069",""
"651","116","3500000","0",""
"652","163","175000000","497409852",""
"653","82","0","0","http://www.nosferatumovie.com/cast_crew.html"
"654","108","910000","0",""
"655","147","1800000","2208837",""
"657","110","2500000","78898765","http://www.mgm.com/title_title.do?title_star=FROMRUSS"
"658","112","3500000","124900000",""
"659","142","0","0",""
"660","130","11000000","141195658",""
"661","116","0","0",""
"662","28","0","0",""
"663","92","0","0","http://movies.break.com/saw4/"
"664","113","92000000","494471524",""
"665","212","15900000","90000000",""
"666","113","2900000","5596708",""
"667","117","9500000","111584787","http://www.mgm.com/title_title.do?title_star=YOUONLYL"
"668","140","7000000","81974493","http://www.mgm.com/title_title.do?title_star=ONHERMAJ"
"669","78","50000","0",""
"670","120","146718","14980005",""
"671","152","125000000","976475550",""
"672","161","100000000","876688482",""
"673","141","130000000","789804554",""
"674","157","150000000","892213036","http://harrypotter.warnerbros.com/"
"675","130","150000000","939885929","http://www.harrypotterorderofthephoenix.com/"
"676","183","140000000","449220945",""
"677","126","0","0",""
"678","97","0","0",""
"679","137","18500000","131060248","http://www.alien-movies.com/index_frames.html"
"680","148","8000000","213928762",""
"681","120","7200000","116000000",""
"682","125","7000000","97572000",""
"685","100","0","0",""
"686","153","90000000","171000000","http://contact-themovie.warnerbros.com/"
"687","122","11000000","39363635",""
"688","135","0","0",""
"689","230","0","0",""
"690","75","0","0",""
"691","125","14000000","185438673","http://www.mgm.com/title_title.do?title_star=SPYWHOLO"
"692","93","12000","6000000",""
"693","110","80000000","516533043","http://www.meetthefockers.com/index.php"
"694","144","22000000","44017374",""
"695","187","0","6110979",""
"696","96","0","39946780",""
"697","94","0","0",""
"698","126","34000000","189908099","Ein russisches und ein amerikanisches U-Boot mit Atomraketen an Bord verschwinden spurlos von der Bi"
"699","127","28000000","195312802","http://www.mgm.com/title_title.do?title_star=FORYOURE"
"700","131","27500000","255393619",""
"701","74","0","0",""
"702","122","0","0",""
"703","93","4000000","38251425",""
"704","91","500000","0",""
"705","138","1400000","8489279",""
"706","141","0","0",""
"707","131","30000000","152427960","http://www.mgm.com/title_title.do?title_star=VIEWTOAK"
"708","130","40000000","191185897","http://www.mgm.com/title_title.do?title_star=LIVINGDA"
"709","133","42000000","156167015",""
"710","130","60000000","352194034","http://www.mgm.com/title_title.do?title_star=GOLDENEY"
"711","136","43000000","80049764",""
"712","117","6000000","254700832","http://workingtitlefilms.com/film.php?filmID=59"
"713","121","7000000","40157856",""
"714","119","110000000","332985647","http://www.mgm.com/title_title.do?title_star=TOMNEVER"
"715","144","115000000","378882411",""
"716","116","5000000","42368025",""
"717","103","60000000","264118201",""
"718","88","130000000","448191819",""
"719","100","1200000","0","http://www.rockyhorror.com/main.php"
"720","85","12000000","0",""
"721","85","23000000","0",""
"722","83","30000000","51132598",""
"723","114","0","0",""
"724","97","15000000","11614954","http://www.themusemovie.com/"
"725","128","135000000","361820284","http://www.jamesbond.com/bond19/"
"726","133","142000000","431961224","http://www.jamesbond.com/bond20/"
"727","144","130000000","599000000","http://www.sonypictures.com/movies/casinoroyale/international/"
"728","107","0","40900000",""
"729","148","42000000","270248367",""
"730","105","3000000","104642560",""
"731","96","0","0",""
"732","120","45000000","131237688",""
"733","117","54000000","154306865",""
"734","113","65000000","132397389",""
"736","77","0","0",""
"737","116","3000000","0",""
"738","134","36000000","160000000","http://www.mgm.com/title_title.do?title_star=NEVERSYN"
"739","104","75000000","296250053","http://marvel.com/movies/X-Men.X-Men"
"740","133","110000000","407557613","http://marvel.com/movies/X-Men.X2:_X-Men_United"
"741","104","210000000","458751448","http://marvel.com/movies/X-Men.X3:_The_Last_Stand"
"742","106","0","0",""
"743","87","0","0",""
"744","110","15000000","353816701",""
"745","107","55000000","672806292",""
"746","156","25000000","0",""
"747","95","4000000","0","http://uip.co.uk/romzom/"
"750","87","0","0",""
"751","81","0","0",""
"752","132","54000000","132511035","http://vforvendetta.warnerbros.com/"
"753","129","0","0",""
"754","138","80000000","245676146",""
"755","108","19000000","25836616",""
"756","120","2280000","76000000",""
"757","90","0","0",""
"758","93","0","0",""
"759","91","0","0",""
"760","100","0","0",""
"761","104","0","0",""
"762","91","400000","5028948","http://www.sonypictures.com/cthe/montypython/"
"763","97","3000000","0",""
"764","85","350000","2661944",""
"765","85","3500000","0",""
"766","101","11000000","0",""
"767","153","250000000","934546568",""
"768","122","35000000","74558115",""
"769","145","25000000","46836394",""
"770","219","4000000","400176459",""
"771","103","18000000","477561243",""
"772","120","18000000","358991681",""
"773","103","8000000","100320452",""
"774","1","0","0",""
"775","14","0","0",""
"776","110","0","0",""
"777","114","0","0",""
"778","114","0","0",""
"779","83","0","0",""
"780","88","0","0",""
"781","120","0","0",""
"782","101","36000000","0",""
"783","188","22000000","52800000",""
"784","105","0","0",""
"785","74","0","0",""
"786","122","60000000","47383689",""
"787","120","110000000","478207520",""
"788","125","25000000","441195243",""
"789","92","0","0",""
"790","89","1000000","0","http://www.mgm.com/title_title.do?title_star=FOG"
"791","100","18000000","46201432","http://www.sonypictures.com/homevideo/thefog/index.html"
"792","120","6000000","138530565",""
"793","120","6000000","8551228",""
"794","111","2800000","60900000",""
"795","114","55000000","198685114",""
"796","97","10500000","75902208",""
"797","85","0","0",""
"798","91","0","0",""
"799","107","0","0",""
"800","80","0","0",""
"801","121","13000000","123900000",""
"802","152","2000000","9254631",""
"803","32","0","0",""
"804","118","1500000","12000000",""
"805","137","2300000","0",""
"806","110","25000000","119188334","http://www.theomenmovie.com/"
"807","127","33000000","327311859","http://www.sevenmovie.com/"
"808","90","60000000","484409218","http://www.shrek.com/"
"809","92","70000000","920665658","http://www.shrek2.com/"
"810","92","160000000","798958162","http://www.shrekthethird.com/flash/index.html"
"811","89","1100000","0",""
"812","90","28000000","504050219","http://disney.go.com/disneyvideos/animatedfilms/aladdin/"
"813","88","3500000","83453539",""
"814","97","10000000","0",""
"815","91","23000000","0",""
"816","94","16500000","67683989",""
"817","95","33000000","310940086",""
"818","94","63000000","296633907","http://www.austinpowers.com/"
"819","147","0","165615285",""
"820","189","40000000","205405498",""
"821","186","3000000","0",""
"822","100","0","0",""
"823","102","0","0",""
"824","127","50000000","177677823",""
"825","121","20000000","3970078",""
"826","156","3000000","27200000",""
"827","107","0","0",""
"828","92","1200000","0",""
"829","131","6000000","29200000",""
"830","98","1900000","2765000",""
"831","87","800000","0",""
"832","117","0","0",""
"833","89","0","74924",""
"834","105","50000000","111340801",""
"835","114","0","0",""
"836","115","0","0",""
"837","89","6000000","0",""
"838","110","777000","0",""
"839","74","450000","0",""
"840","135","20000000","303788635",""
"841","137","40000000","30925690",""
"842","95","0","3537961",""
"843","98","0","12854953","http://www.wkw-inthemoodforlove.com/"
"844","129","12000000","19271312","http://www.wkw2046.com/"
"845","101","1200000","7000000",""
"846","121","66000000","189198313",""
"847","126","35000000","137600000",""
"848","108","18000000","0",""
"849","117","0","0",""
"850","94","0","19294144",""
"851","86","1000000","0",""
"852","95","0","0",""
"853","130","0","0",""
"854","97","18000000","351392727",""
"855","144","92000000","172989651",""
"856","103","70000000","329803958",""
"857","163","70000000","481840909",""
"858","105","21000000","227799884",""
"859","119","14000000","0",""
"860","114","12000000","74000000","http://www.mgm.com/title_title.do?title_star=WARGAMES"
"861","113","65000000","261299840",""
"862","81","30000000","361958736",""
"863","92","90000000","485015179","http://disney.go.com/disneyvideos/animatedfilms/toystory/getflash.html"
"864","98","14000000","154864401",""
"865","101","27000000","38122105",""
"866","101","25000000","0","http://www.miramax.com/findingneverland/"
"867","107","0","116300000",""
"868","94","3000000","8893028","http://www.tsotsimovie.com/"
